Date,Value,21_Month_MA
2000-01-01,1425.59,1246.3771428571429
2000-02-01,1388.87,1259.7319047619046
2000-03-01,1442.21,1275.6280952380953
2000-04-01,1461.36,1290.1414285714284
2000-05-01,1418.48,1306.5157142857145
2000-06-01,1461.96,1327.5309523809524
2000-07-01,1473.0,1348.5085714285715
2000-08-01,1485.46,1364.7480952380952
2000-09-01,1468.05,1377.9861904761904
2000-10-01,1390.14,1384.7180952380952
2000-11-01,1378.04,1390.9780952380952
2000-12-01,1330.93,1393.3242857142857
2001-01-01,1335.63,1393.3657142857144
2001-02-01,1305.75,1392.112380952381
2001-03-01,1185.85,1385.6028571428571
2001-04-01,1189.84,1376.500476190476
2001-05-01,1270.37,1373.780476190476
2001-06-01,1238.71,1369.9966666666667
2001-07-01,1204.45,1365.4461904761904
2001-08-01,1178.5,1355.327142857143
2001-09-01,1044.64,1337.0395238095239
2001-10-01,1076.59,1320.4204761904762
2001-11-01,1129.68,1308.078095238095
2001-12-01,1144.93,1293.9219047619047
2002-01-01,1140.21,1278.6290476190477
2002-02-01,1100.67,1263.4952380952382
2002-03-01,1153.79,1248.8204761904763
2002-04-01,1111.93,1231.6266666666666
2002-05-01,1079.25,1212.2833333333333
2002-06-01,1014.02,1190.6628571428573
2002-07-01,903.59,1167.4938095238097
2002-08-01,912.55,1145.327619047619
2002-09-01,867.81,1123.2742857142857
2002-10-01,854.63,1100.3695238095238
2002-11-01,909.93,1081.5209523809524
2002-12-01,899.18,1067.8700000000001
2003-01-01,895.84,1053.8700000000001
2003-02-01,837.03,1033.2347619047619
2003-03-01,846.63,1014.5642857142857
2003-04-01,890.03,999.5919047619047
2003-05-01,935.96,988.0423809523811
2003-06-01,988.0,985.3452380952381
2003-07-01,992.54,981.342857142857
2003-08-01,989.53,974.6690476190475
2003-09-01,1019.44,968.6933333333334
2003-10-01,1038.73,963.8609523809523
2003-11-01,1049.9,961.4433333333334
2003-12-01,1080.64,957.96
2004-01-01,1132.52,958.9404761904761
2004-02-01,1143.36,961.9933333333333
2004-03-01,1123.98,967.2295238095238
2004-04-01,1133.36,978.1709523809524
2004-05-01,1102.78,987.2295238095238
2004-06-01,1132.76,999.8461904761904
2004-07-01,1105.85,1011.8090476190476
2004-08-01,1088.94,1020.3333333333334
2004-09-01,1117.66,1030.7371428571428
2004-10-01,1117.21,1041.2785714285715
2004-11-01,1168.94,1057.0838095238096
2004-12-01,1199.21,1073.8733333333334
2005-01-01,1181.41,1087.7485714285715
2005-02-01,1199.63,1100.3042857142857
2005-03-01,1194.9,1110.1566666666668
2005-04-01,1164.43,1118.3419047619047
2005-05-01,1178.28,1127.33
2005-06-01,1202.25,1136.0352380952381
2005-07-01,1222.24,1144.7738095238096
2005-08-01,1224.27,1153.077142857143
2005-09-01,1225.92,1159.9952380952382
2005-10-01,1191.96,1162.8257142857142
2005-11-01,1237.37,1167.3023809523809
2005-12-01,1262.07,1173.8780952380953
2006-01-01,1278.73,1180.800476190476
2006-02-01,1276.65,1189.08
2006-03-01,1293.74,1196.7457142857145
2006-04-01,1302.17,1206.0942857142857
2006-05-01,1290.01,1215.6690476190477
2006-06-01,1253.17,1222.1219047619047
2006-07-01,1260.24,1228.9328571428573
2006-08-01,1287.15,1234.5619047619048
